Season,Episode,Character,Line
4,Bender's Big Score Part 3,Head cleaner, Time code and obedience virus erased.
4,Bender's Big Score Part 3,Bender, Huh?
4,Bender's Big Score Part 3,Head cleaner," Also, fifty terabytes of porn."
4,Bender's Big Score Part 3,Bender, Hey!
4,Bender's Big Score Part 3,Nudar," You've got no porn, no code, and you're ugly! Let's dance!"
4,Bender's Big Score Part 3,Leela, Now it's true we'll all miss Fry.
4,Bender's Big Score Part 3,Zoidberg, He was the only one of you who never struck me.
4,Bender's Big Score Part 3,Leela, And we'll never see if boyish smile and hair horn again. But I bet he went back to his own time. I'm sure he was very happy and lived to a ripe old age.
4,Bender's Big Score Part 3,Bender, He wasn't and he didn't!
4,Bender's Big Score Part 3,Bender," Struggling alone again incredible odds, I, Bender, managed to kill him. I blew him to mush like a midget in a microwave."
4,Bender's Big Score Part 3,Amy," Awww, don't blame yourself, Bender."
4,Bender's Big Score Part 3,Bender," I don't blame myself, I blame all of you."
4,Bender's Big Score Part 3,Amy, Us?! How can you possibly blame us?
4,Bender's Big Score Part 3,Bender," It ain't easy. It just proves how great I am. Ohhh, Fry, I'd give anything to unmurder you!"
4,Bender's Big Score Part 3,Fry, Did someone call me?
4,Bender's Big Score Part 3,Bender, No. Fry? But ... I killed you in 2012. Unless ...
4,Bender's Big Score Part 3,Fry, Ooph!
4,Bender's Big Score Part 3,Bender," Nope, he's not a zombie."
4,Bender's Big Score Part 3,Lars, Welcome back Fry.
4,Bender's Big Score Part 3,Fry," Thank you, Lars."
4,Bender's Big Score Part 3,Lars," I .. ah ... I .. I'll see you later, honey."
4,Bender's Big Score Part 3,Farnsworth," So tell us Fry. If Bender killed you centuries ago, how in Satan's glorious name did you return?"
4,Bender's Big Score Part 3,Fry," Ohh, it's an astonishing tale of incredibleness. It all began when I went back in time."
4,Bender's Big Score Part 3,Farnsworth, Duhhh.
4,Bender's Big Score Part 3,Fry," Hey, Mr. Panucci, I'm back from that delivery to the cryogenic lab."
4,Bender's Big Score Part 3,Panucci, Great. I'll put you on the cover of Big Whoop magazine!
4,Bender's Big Score Part 3,Fry," Mmmm, I'm starving. Can I have a slice?"
4,Bender's Big Score Part 3,Panucci, Help yourself. Cash up front.
4,Bender's Big Score Part 3,H.G. Blob (on bill), This note is legal tender.
4,Bender's Big Score Part 3,Fry," (VO) Unfortunately, I had no money from that era. But that's when it hit me - I knew where to find free pizza."
4,Bender's Big Score Part 3,Fry," Ohh, ice cold."
4,Bender's Big Score Part 3,Fry, (VO) That's when it hit me again ...
4,Bender's Big Score Part 3,Fry, But an hour ago this pizza's still luke warm. Zero zero one one zero ...
4,Bender's Big Score Part 3,Bender-2," (OC) Explosion in seven, six ..."
4,Bender's Big Score Part 3,Fry-2, It'll be a cold day in hell my friend.
4,Bender's Big Score Part 3,Bender-2," five .. Hey, I'm supposed to be the one saying cool things!"
4,Bender's Big Score Part 3,Fry," Nice kick, me."
4,Bender's Big Score Part 3,Fry-2, Thanks. What are you doing here?
4,Bender's Big Score Part 3,Fry," One hour from now, I travel back in time for free pizza."
4,Bender's Big Score Part 3,Fry-2, But Nibbler said not to use the time code.
4,Bender's Big Score Part 3,Fry," Fine, Mr. Responsible, don't use the code. Mmmmm. That pizza sure was good."
4,Bender's Big Score Part 3,Fry-2, You pig.
4,Bender's Big Score Part 3,Fry, Whatever.
4,Bender's Big Score Part 3,Fry, (VO) That's when it hit me yet a third time ...
4,Bender's Big Score Part 3,Fry," You idiot, frozen me's still got a wallet full of old timey money."
4,Bender's Big Score Part 3,Fry," Yuck, I touched my own butt."
4,Bender's Big Score Part 3,Fry, So I unfroze ten minutes ago and I walked over here and then it was now and then I don't know what happened.
4,Bender's Big Score Part 3,Bender," Well, I'm glad you're alive, but I don't want people to say I'm incompetent so I better kill you again. Hold still."
4,Bender's Big Score Part 3,Farnsworth, Bender! Stop killing for a minute. The Fry you murdered was doomed anyway. See?
4,Bender's Big Score Part 3,Bender, What'd ya got there? Numbers?
4,Bender's Big Score Part 3,Farnsworth," When the time code duplicates a living thing, the copy is always doomed. And that includes flabby Jamaican potbellies."
4,Bender's Big Score Part 3,Hermes, Kiss my front butt.
4,Bender's Big Score Part 3,Fry, So my copy lives twelve years before Bender murdered him?
4,Bender's Big Score Part 3,Bender, Brutally murdered.
4,Bender's Big Score Part 3,Fry, I wonder what his life was like?
4,Bender's Big Score Part 3,Scruffy, I guess we'll never know.
4,Bender's Big Score Part 3,Zoidberg, Or will we?
4,Bender's Big Score Part 3,Scruffy, Nope.
4,Bender's Big Score Part 3,Transition Announcer," They won't know, but you will. Lucky you."
4,Bender's Big Score Part 3,Fry-2," Oh hey Mr. Panucci, I'm back from the delivery to the cryogenic lab."
4,Bender's Big Score Part 3,Panucci, I know. I read about it in Big Whoop magazine.
4,Bender's Big Score Part 3,Fry-2, So ... uh ... my girlfriend kicked me out. Can I rent the upstairs storage room?
4,Bender's Big Score Part 3,Panucci," The upstairs storage? I like you kid. Your lousy life makes me feel good about myself. The room's yours. Here, take some rat spray for the meat ball hamper."
4,Bender's Big Score Part 3,Hermes," Happy day, mon! It's good to have you back."
4,Bender's Big Score Part 3,Nibbler," Indeed, but the scammers will soon sprunje the code again. We must remove the time tattoo at once, and as painlessly as possible."
4,Bender's Big Score Part 3,Lars," Hurry, they're coming."
4,Bender's Big Score Part 3,Nibbler," There, the code is gone. I saved the space-time continuum and forty percent of your rectum."
4,Bender's Big Score Part 3,Bubblegum, That's all you need.
4,Bender's Big Score Part 3,Nudar, I sprunje code.
4,Bender's Big Score Part 3,Nibbler," Too late, Nudar. I've wiped Fry's butt clean."
4,Bender's Big Score Part 3,Nudar, We'll see about that.
4,Bender's Big Score Part 3,Fleb, Nothing boss. We sprunjed his ass inside and out.
4,Bender's Big Score Part 3,Schlump, The only information we found was a hair shaped like the number six.
4,Bender's Big Score Part 3,Nudar," Give me that. mmm. Nine. Alright, let him go, I guess the time code really is gone."
4,Bender's Big Score Part 3,Fry," Thank god. The present may stink, but at least now we can look forward to a better yesterday."
4,Bender's Big Score Part 3,Fry-2," I'm sorry Leela, I can't keep living in the past, by which I mean the future. I'll always love you, but I've got to move on and find my life's purpose."
4,Bender's Big Score Part 3,TV Anchorman, ... and that how Bundles the monkey finally found a friend.
4,Bender's Big Score Part 3,Fry-2, I miss Morbo.
4,Bender's Big Score Part 3,TV Anchorman," And finally tonight on the late, cute animal news, a story that will really tug your heartstrings, way more than bundles, the doll-raping monkey. It's the tale of lonely Leelu, the little orphan narwhal."
4,Bender's Big Score Part 3,Fry-2, Awww.
4,Bender's Big Score Part 3,Dr. Schlovinowitz," (on TV) Leelu is a rare, toothed female narwhal who got disoriented and washed up in Atlantic City, as we all do from time to time. But without a mother, she's lost the will to eat. Come on, take a sip."
4,Bender's Big Score Part 3,Fry-2, I know how to make things eat. Maybe this is my purpose in life.
4,Bender's Big Score Part 3,Fry," Hi, I'd like to apply for a job working with Leelu."
4,Bender's Big Score Part 3,Dr. Schlovinowitz," Question number one, do you have any experience working with marine mammals?"
4,Bender's Big Score Part 3,Fry-2," No, but I think they're pretty neat."
4,Bender's Big Score Part 3,Dr. Schlovinowitz," That answers question number two. Question number three, do you know where the door is or would you prefer to be kicked out?"
4,Bender's Big Score Part 3,Fry-2, I don't know. I guess kicked out.
4,Bender's Big Score Part 3,Fry-2," Hiya girl. My name's Fry, and I think you're a cutie 'cause I like things that have only one thing instead of two things."
4,Bender's Big Score Part 3,Dr. Schlovinowitz," Holy mackerel, she's eating whole mackerel. I don't know what your secret is but if you'll work for minimum wage you can start tomorrow."
4,Bender's Big Score Part 3,Fry-2," If I work of less than minimum, can I start today?"
4,Bender's Big Score Part 3,Dr. Schlovinowitz, I don't see why not.
4,Bender's Big Score Part 3,Morbo," (on TV) In business news, the weak and gullible inhabitants of Earth were plunged into economic depression today as the scammer aliens finished stealing every item of value, including ownership of this station."
4,Bender's Big Score Part 3,Linda, (on TV)
4,Bender's Big Score Part 3,Nudar, Tough times earth chumps. We're repossessing your TV. Seems you can't afford it now that you're unemployed.
4,Bender's Big Score Part 3,Zoidberg, We're not unemplo --
4,Bender's Big Score Part 3,Lars, I love the hard museum at night. It's where I come to be alone.
4,Bender's Big Score Part 3,Heads, Hi Lars.
4,Bender's Big Score Part 3,De Gaulle," Ah, Lars and la belle Leela. I trust you brought some haute cuisine for an old Frenchman."
4,Bender's Big Score Part 3,Lars," You're favorite General, Torgo's Executive Powder."
4,Bender's Big Score Part 3,De Gaulle, Mmmm. Magnifique.
4,Bender's Big Score Part 3,Lars," Come on Leela, let me show you the hall of screaming skulls."
4,Bender's Big Score Part 3,Leela, It's so romantic.
4,Bender's Big Score Part 3,Lars, What's wrong? Is the screaming depressing you?
4,Bender's Big Score Part 3,Leela, It's just ... my life is changing so fast. I don't know who I am anymore.
4,Bender's Big Score Part 3,Lars, I know who you are. You're the woman I've been waiting for all my life.
4,Bender's Big Score Part 3,Leela, Let's go to my place.
4,Bender's Big Score Part 3,Lars, I ... like what you've done with it.
4,Bender's Big Score Part 3,Leela," ""All tenants evicted, signed new owners""?"
4,Bender's Big Score Part 3,Nudar," That would be us, dump cakes. We're buying the whole city and turning it into a private panda hunting reserve.  Na-na-na!!"
4,Bender's Big Score Part 3,Leela, There aren't any Pandas in New New York.
4,Bender's Big Score Part 3,Schlump," Back it up, Sal!"
4,Bender's Big Score Part 3,Amy," Look at us, living like trash eating bums in an alley now."
4,Bender's Big Score Part 3,Zoidberg, Yes. Now.
4,Bender's Big Score Part 3,Tinny Tim," And on Xmas eve, the most wonderful night of the ooofff."
4,Bender's Big Score Part 3,Bender, Oops.
4,Bender's Big Score Part 3,Farnsworth," Well, at least we have each other, so it truly is the worst Xmas ever."
4,Bender's Big Score Part 3,Hermes, Santa!
4,Bender's Big Score Part 3,"""'Santa"," Ah, the Planet Express crew. According to my list you've all been very naughty. I'll be back for you after I collect my milk and cookies from starving orphans."
4,Bender's Big Score Part 3,Fry, That's it. I don't see how things could get any worse.
4,Bender's Big Score Part 3,Bender, We could sing.
4,Bender's Big Score Part 3,Farnsworth, I'd rather kill myself.
4,Bender's Big Score Part 3,Amy, Why not do both?
4,Bender's Big Score Part 3,Farnsworth," Oh, very well."
4,Bender's Big Score Part 3,Farnsworth, I may as well jump. Those sleazy naked scammers make me look like a chump.
4,Bender's Big Score Part 3,Nudar, Neh!
4,Bender's Big Score Part 3,Farnsworth, They robbed me of my dignity And most of my stuff.
4,Bender's Big Score Part 3,Leela, Lars brought me candy.
4,Bender's Big Score Part 3,"Fry, Amy, Zoidberg, Bender, Tinny Tim, and Nibbler", Cram it down and shut the hell up!
4,Bender's Big Score Part 3,Hermes, I can't compete with that.
4,Bender's Big Score Part 3,Hermes, He's Barbados Slim And I'm Jamaican fat. Who would choose a backwards corpse With lice in his hair?
4,Bender's Big Score Part 3,Leela, Lars says I'm dreamy.
4,Bender's Big Score Part 3,"Fry, Zoidberg, Amy, Tinny Tim, Bender, Farnsworth", Who the hell cares?
4,Bender's Big Score Part 3,Bender," Oh, won't somebody shoot her please And put her out of our misery?"
4,Bender's Big Score Part 3,Santa, That's my cue.
4,Bender's Big Score Part 3,Tinny Tim, Oh my word!
4,Bender's Big Score Part 3,Fry, Lars makes me puke. I bet she'd love me too If I was a blad headed kook.
4,Bender's Big Score Part 3,Leela," Hey, guess what guys!"
4,Bender's Big Score Part 3,Zoidberg, What?
4,Bender's Big Score Part 3,Leela," While we were huddled in fear, Lars popped the question!"
4,Bender's Big Score Part 3,Fanrsworth, Congratulations!
4,Bender's Big Score Part 3,Zoidberg, Mazel tov!
4,Bender's Big Score Part 3,Amy, May stars in heaven bless your love!
4,Bender's Big Score Part 3,Bender, I think I'm gonna cry 'Cause it's an extra happy Xmas this year!
4,Bender's Big Score Part 3,Fry, Now could things get any worse.
4,Bender's Big Score Part 3,Santa, Ho! Ho! Ho.
4,Bender's Big Score Part 3,Lars, Stop screaming. That's just what the bomb wants us to do.
4,Bender's Big Score Part 3,Zoidberg, I say do what it tells us.
4,Bender's Big Score Part 3,Lars," Don't worry, a bomb in a case is just like a head in a jar."
4,Bender's Big Score Part 3,Leela, Oh Lars! No blowing us up make me love you even more.
4,Bender's Big Score Part 3,Fry, Life saving goody goody ...
4,Bender's Big Score Part 3,Farnsworth," Well now that death has been staved off momentarily, let me be the first to say congratulations Leela and Lars."
4,Bender's Big Score Part 3,Amy, Maid of honor!
4,Bender's Big Score Part 3,Zoidberg, Maid of honor! Ohhh.
4,Bender's Big Score Part 3,Fry," I could make you happy too, if only you'd give me a chance."
4,Bender's Big Score Part 3,Dr. Schlovinowitz," You've done a wonderful job, Fry. When you first started, I thought she'd be dead within a narweek, which is six days I believe."
4,Bender's Big Score Part 3,Fry-2, Nah. Leelu's a champ. She just needed someone to show her how to eat.
4,Bender's Big Score Part 3,Dr. Schlovinowitz, Now that the kind of whale behavioral science they don't teach you in whale behavioral science class.
4,Bender's Big Score Part 3,Fry," So what's up, Dr. Schlovinowitz?"
4,Bender's Big Score Part 3,Dr. Schlovinowitz," This is a little hard for me to say Fry. You see, it's ... it's time we released Leelu back into the wild."
4,Bender's Big Score Part 3,Dr. Schlovinowitz, I'm sorry. The decision is final. Plus we need the tank for the Loch Ness monster.
4,Bender's Big Score Part 3,Fry-2, But that turned out to be a log with a Halloween mask stapled to it.
4,Bender's Big Score Part 3,Dr. Schlovinowitz," Yes, well, it still draws a crowd."
4,Bender's Big Score Part 3,Fry-2," I can't let this happen, she'll never be happy without me."
4,Bender's Big Score Part 3,Elzar, I know you're broke and homeless but you still want a swank wedding reception so I whipped you up some real nice budge appetizers.
4,Bender's Big Score Part 3,Lars, Mmmm. I can keep these down.
4,Bender's Big Score Part 3,Elzar," Okay! That's a big ""yes"" on the crud puffs. Try the shlimp cocktail."
4,Bender's Big Score Part 3,Fry, There must be some way I can stop this wedding. What if I steal the wedding ring?
4,Bender's Big Score Part 3,Bender, Already taken care of.
4,Bender's Big Score Part 3,Fry, You think that'll be enough to stop the ceremony.
4,Bender's Big Score Part 3,Bender," Nope. I pulled the old switcheroo, so they won't even know the difference. Wait a minute, I think the copy I made cost more than this."
4,Bender's Big Score Part 3,Fry, Cheap lousy Lars.
4,Bender's Big Score Part 3,Bender," Actually this is extremely nice, but I really went all out on the copy. It was sorta my gift to them."
4,Bender's Big Score Part 3,Fry, I can't let this happen. She'll never be happy without me.
4,Bender's Big Score Part 3,Fry-2," It's not fair, we need each other."
4,Bender's Big Score Part 3,Panucci," Fry, you dumb sack, I don't care about your problems at all!"
4,Bender's Big Score Part 3,Fry-2, You need your blanket Mr. Panucci.
4,Bender's Big Score Part 3,Panucci," I don't even want to be here. I only came 'cause you wheeled me. But if that narwal means so much to you, you gotta do something."
4,Bender's Big Score Part 3,Fry-2, I know. But I can't just go chasing after her. That'd be nuts.
4,Bender's Big Score Part 3,Panucci," Ah, Sometimes you gotta be a little nuts. Let me introduce you to my cousin. He owns a small freighter. That's him, right behind us."
4,Bender's Big Score Part 3,Fry-2," Maybe you're right. Sir, I'd like to engage your ship for a trans-Arctic voyage to capture a Narwhal and bring it back to my room."
4,Bender's Big Score Part 3,Panucci," The mans is nuts, Leroy."
4,Bender's Big Score Part 3,Leroy," Professional whale keeper, eh? I've carried your type before and we don't get along. Oh, I agree with your values and your goals and your methods, but somehow we just never click on a personal level."
4,Bender's Big Score Part 3,Fry-2, I'm not a professional anymore. Just a narwal loving private citizen.
4,Bender's Big Score Part 3,Leroy, Then I'm you man. We'll take on three barrels of fresh sausage and sail at dawn.
4,Bender's Big Score Part 3,Terry, Welcome to the wedding.
4,Bender's Big Score Part 3,Fry, It's a fool proof plan. They can't sign the wedding license if I give them a pen with no ink.
4,Bender's Big Score Part 3,Bender," Yeah, once they try to sign that license, all hell will break look. Oy vey."
4,Bender's Big Score Part 3,LaBarbara," Go on now, mon, don' cha' know nothin' about zippin' up a woman's frock?"
4,Bender's Big Score Part 3,Slim, It's more my thing to zip 'em down.
4,Bender's Big Score Part 3,Hermes," Get your clumsy, muscular hands off my woman, Barbados."
4,Bender's Big Score Part 3,LaBarbara, Hermes! Your body!
4,Bender's Big Score Part 3,Slim, I always said you were a little backward.
4,Bender's Big Score Part 3,Hermes," Well, I always said you were a little forward ... with my wife."
4,Bender's Big Score Part 3,Bystanders, ohhh!
4,Bender's Big Score Part 3,Hermes, Consider yourself bird dogged.
4,Bender's Big Score Part 3,LaBarbara," That's my man. Take a boat, Barbados."
4,Bender's Big Score Part 3,Bubblegum," Brother, you gots to tell that sweet thing your time duplicate body is doomed."
4,Bender's Big Score Part 3,Hermes," Tomorrow morning. After the ""festivities""."
4,Bender's Big Score Part 3,Bubblegum," Yow, baby!"
4,Bender's Big Score Part 3,Munda, Our little girl is finally getting married. And to a normal two eyed human.
4,Bender's Big Score Part 3,Morris," Eh, he's not good enough for her. Leela deserves a guy with a dozen eyes."
4,Bender's Big Score Part 3,Munda, Quit trying to fix her up with Fly Mutant.
4,Bender's Big Score Part 3,Father Changstein-el-Gamahl," Dearly liked, we are gathered here before one or more gods, or fewer, to joining this couple in pretty good matrimony. If anyone objects to this union, let them speak now or forever hold their piece, or do something else."
4,Bender's Big Score Part 3,Leroy," It's been two years, Fry. We've caught a hundred and eight narwhals and set them all free again."
4,Bender's Big Score Part 3,Fry-2, None of them were Leelu.
4,Bender's Big Score Part 3,Inuit #1, But all of them were edible.
4,Bender's Big Score Part 3,Inuit #2, Can we at least eat that one? I'm sick of sausage.
4,Bender's Big Score Part 3,Fry-2, I'd know that modified extended tooth anywhere. To the boats!
4,Bender's Big Score Part 3,Fry-2," Leelu! Leelu! It's me, Fry."
4,Bender's Big Score Part 3,Fry-2," Oh, I've missed you too, Leelu. But we'll never be apart again because we care too much for each other. Fire!"
4,Bender's Big Score Part 3,Father Changstein-el-Gamahl," Now, if the couple will sign the wedding license."
4,Bender's Big Score Part 3,Farnsworth, I warned him. I warned him a time paradox duplicate is always doomed.
4,Bender's Big Score Part 3,Lars, What?
4,Bender's Big Score Part 3,LaBarbara," Oh, no, my man! He's essentially dead again."
4,Bender's Big Score Part 3,Dr. Cahill, Relax ma'am. Your husband's original body will be repaired within one week.
4,Bender's Big Score Part 3,LaBarbara, Nah uh uh. Not soon enough. Boy needs a daddy.
4,Bender's Big Score Part 3,Slim," Cruel runnings, mon."
4,Bender's Big Score Part 3,Dr. Cahill," Woopsy-doopsy, poopsy."
4,Bender's Big Score Part 3,Hermes," Well, let's get on with it. Don't let my doomed body and my doomed marriage stand in the way of your happiness."
4,Bender's Big Score Part 3,Lars," No, it's not right. We don't want our happy day tainted by misfortune and tragedy, do we?"
4,Bender's Big Score Part 3,Leela, I'm OK with it.
4,Bender's Big Score Part 3,Lars," No, it's not right. The wedding is off."
4,Bender's Big Score Part 3,Bender, Oh my goodness!
4,Bender's Big Score Part 3,Fry," Finally, a happy ending."
5,Bender's Big Score Part 4,TV Announcer, And now it's time for Everybody Loves Hypnotoad.
5,Bender's Big Score Part 4,Zoidberg," Even in a depression, the entertainment industry thrives."
5,Bender's Big Score Part 4,Fry," Are you okay, Leela?"
5,Bender's Big Score Part 4,Leela," Yeah, I'm just a little down 'cause the only man I'll ever love left me at the altar. Plus I live in a dumpster."
5,Bender's Big Score Part 4,Zoidberg, You stay out of my dumpster!
5,Bender's Big Score Part 4,Announcer, We interrupt this episode of Everybody Loves Hypnotoad to bring you a special address from Earth President Nixon.
5,Bender's Big Score Part 4,Announcer," Please, Hypnotoad, it's beyond my control. No! Don't make me kill myseIf!"
5,Bender's Big Score Part 4,Nixon," My fellow Earthicans, I'm about to close a deal that will allow us to buy Earth back from the scammers."
5,Bender's Big Score Part 4,Bender, That'll teach those scammers and me.
5,Bender's Big Score Part 4,Nixon," Just when things looked darkest, I received an e-mail from the Andrrrrrrromeda Galaxy. lt seems we've won their quadrillion-dollar family sweepstakes!"
5,Bender's Big Score Part 4,Leela," Oh, Lord."
5,Bender's Big Score Part 4,Nixon," So assuming all goes ... What's that, Agnew? A telegram? Baroo! There ... seems to have been some ... We've been scammed again, people. Prepare to evacuate Earth. I mean, New Scamadonia."
5,Bender's Big Score Part 4,"Nudar, Fleb and Schlump"," Na-na-na-na, Na-na-na-na, Hey, hey, hey, We took your stuff!, etc."
5,Bender's Big Score Part 4,Leela, All aboard for Neptune!
5,Bender's Big Score Part 4,Farnsworth," Oh, I don't want to go to Neptune."
5,Bender's Big Score Part 4,Nudar," Thanks for the planet, suckers."
5,Bender's Big Score Part 4,Bender," It's so cold, my processor is running at peak efficiency."
5,Bender's Big Score Part 4,Leela," What are you, a whining machine? lf you want to worry about something, worry about the Yetis."
5,Bender's Big Score Part 4,Zoidberg," Yetis? Oh, Yetis."
5,Bender's Big Score Part 4,Leela," Don't mess with me, you ice-crapping snow-honkies. I just got dumped."
5,Bender's Big Score Part 4,Hermes," Sweet Yeti of the Serengeti, she's gone crazy eddie in the head-y."
5,Bender's Big Score Part 4,Inuit #2, Is that normal?
5,Bender's Big Score Part 4,Inuit #1, No. Perhaps if we were to cook and eat her slightly...
5,Bender's Big Score Part 4,Fry-2," Leave her alone. She just needs me to cheer her up. Wanna sword fight, girl?"
5,Bender's Big Score Part 4,Fry-2," That male narwhal seems to be upsetting her. Get us out of here, Captain. Full fast ahead."
5,Bender's Big Score Part 4,Leroy, Damn whale keepers.
5,Bender's Big Score Part 4,Leela, Santa! We forgot he's based on Neptune.
5,Bender's Big Score Part 4,Santa, Ho. Ho. Ho...
5,Bender's Big Score Part 4,Fry," What happened, Santa?"
5,Bender's Big Score Part 4,Santa, Can you imagine the harm they could do with that information? I wanted to do that harm!
5,Bender's Big Score Part 4,Leela, That's it. They've gone too far. It's time to fight back.
5,Bender's Big Score Part 4,Santa," Now, let's not resort to violence, Leela."
5,Bender's Big Score Part 4,Leela," We're fighting back and you're helping us, you fat holiday idiot."
5,Bender's Big Score Part 4,Santa, That hurt. You're on the naughty list!
5,Bender's Big Score Part 4,Leela," So that's our proposal napkin, Mr. President. We have just enough people and ships to mount a ragtag attack."
5,Bender's Big Score Part 4,Nixon," You wish, missy. Dog-danged scammers used our money to build a fleet of remote-controlled, solid-gold Death Stars."
5,Bender's Big Score Part 4,Bender, Ooh! I'd take one of those with a side of chili fries.
5,Bender's Big Score Part 4,Nixon," We're hopelessly outgunned. The Force is with us, but that's about it."
5,Bender's Big Score Part 4,Santa," Ah, but we have access to a huge manufacturing complex."
5,Bender's Big Score Part 4,Santa," I brought the elves back from vacation, Chained them up, and called my holiday friends ..."
5,Bender's Big Score Part 4,Kwanzabot, Kwanzabot
5,Bender's Big Score Part 4,Chanukah Zombie, And the Chanukah zombie.
5,Bender's Big Score Part 4,Santa," Three mad, wise men Baring murder and frankincense."
5,Bender's Big Score Part 4,Neptunians," Damn you!  Doo, doo, doodoo!"
5,Bender's Big Score Part 4,Santa, Shut up! Now fetch those bunnies by the armful.
5,Bender's Big Score Part 4,Neptunians," Says who? Doo, doo, doodoo!"
5,Bender's Big Score Part 4,Santa," Says me! Napalm makes them slightly more harmful. No one here goes near that door, This toyshop's going to war!"
5,Bender's Big Score Part 4,Chanukah Zombie," Talmud says ""Be slow to anger”, Low-down scammers got me seeing red. Got my TIE fighter out of the hangar, Jump back, Jack 'cause I'm Jewish and I'm undead."
5,Bender's Big Score Part 4,Neptunians," Ten hut! Doo, doo, doodoo!"
5,Bender's Big Score Part 4,Chanukah Zombie," Dreidl, dreidl I made it out of blasting clay"
5,Bender's Big Score Part 4,Neptunians," You're nuts. Doo, doo, doodoo!"
5,Bender's Big Score Part 4,'Chanukah Zombie," And when it's dry and ready, For mercy they will pay. I can't wait eight nights or more, This zombie's going to war!"
5,Bender's Big Score Part 4,Kwanzabot," Check, check it out, Kwanzabot, In the NeptizzIe-hizzIe. With my inhuman beatbox Busy building missiles. They're guided by these cute Dancing fairy figures, Careful, little elf, That's proximity-triggered. I'm fighting back for Kwanza So the children won't miss it. I'm confused about its meaning But I know it when they diss it. So, Santa?"
5,Bender's Big Score Part 4,Santa," Yeah, K?"
5,Bender's Big Score Part 4,Kwanzabot, CZ?
5,Bender's Big Score Part 4,'Chanukah Zombie," Hey, hey."
5,Bender's Big Score Part 4,Kwanzabot," Let's slay them pimps! C'mon, pimp my sleigh!"
5,Bender's Big Score Part 4,Chanukah Zombie, Easy with that toy artillery. Torgo's powder's deadly but unstable.
5,Bender's Big Score Part 4,Santa, Can they sue for liability?
5,Bender's Big Score Part 4,Nixon, Certainly not!
5,Bender's Big Score Part 4,Santa, Use as much as you are able.
5,Bender's Big Score Part 4,Neptunians," This bites. Doo, doo, doodoo!"
5,Bender's Big Score Part 4,Santa, You signed away your rights When you were hired.
5,Bender's Big Score Part 4,Leela," Now, let's fight."
5,Bender's Big Score Part 4,Nixon, Let's fight.
5,Bender's Big Score Part 4,Neptunians," Doo, doo, doodoo!"
5,Bender's Big Score Part 4,Santa," Okay! Chestnuts roasting, I'm gonna open fire. Prepare for gore galore!"
5,Bender's Big Score Part 4,"Santa, Chanukah Zombie and Kwanzabot", This trinity's going to war!
5,Bender's Big Score Part 4,Leela," Troops, you are now equipped with the finest weapons magical elves can build. As for the battle plan..."
5,Bender's Big Score Part 4,Nixon," And now, to present the battle plan, Commander Zapp Brannigan!"
5,Bender's Big Score Part 4,Leela, What?
5,Bender's Big Score Part 4,Zapp," At ease, people. I was redecorating my undisclosed location when I received word of an heroic invasion. Kif, crouch down and shield my thighs from the cold, for God's sake."
5,Bender's Big Score Part 4,Zapp," We fight this battle, not for ourselves, but for our children and our children's children. Which is why I'm forming a children's brigade. Will the following youths please step forward? Cubert Farnsworth."
5,Bender's Big Score Part 4,Cubert," Here, sir!"
5,Bender's Big Score Part 4,Farnsworth," My boy. Oh, God, no!"
5,Bender's Big Score Part 4,Zapp, Dwight Slim.
5,Bender's Big Score Part 4,Dwight, Here.
5,Bender's Big Score Part 4,Hermes," You took his name? Oh, God, no! In several ways!"
5,Bender's Big Score Part 4,Zapp," Assuming the 15th pile of children buys us a few seconds, we will then execute maneuver 45. Followed by maneuver 44."
5,Bender's Big Score Part 4,Kif, Forty-six.
5,Bender's Big Score Part 4,Zapp," Oh, great. Now I have to start back at the beginning with maneuver two."
5,Bender's Big Score Part 4,Kif, One.
5,Bender's Big Score Part 4,Lars," Admiral, will we stop attacking at any point or is this one of those phony-baloney, feel-good wars like the war on drugs?"
5,Bender's Big Score Part 4,Zapp," What's your name, smart mouth?"
5,Bender's Big Score Part 4,Lars, Lars Fillmore.
5,Bender's Big Score Part 4,Zapp," Ah, the lovely Leela's on-again, off-again paramour. Perhaps a suicide mission would knockthe insubordination out of you."
5,Bender's Big Score Part 4,Leela," Yes, yes, yes."
5,Bender's Big Score Part 4,Kif," We're approaching Earth, sir."
5,Bender's Big Score Part 4,Zapp," Who? Oh, planet Earth. The big blue velour marble. All commanders stand by. Prepare to transfer battle control to the main duper-computer on my mark! Ten, nine, eigh---"
5,Bender's Big Score Part 4,Leela, Does anybody mind if I take command?
5,Bender's Big Score Part 4,Nibbler, No.
5,Bender's Big Score Part 4,Sal, Nos.
5,Bender's Big Score Part 4,Bubblegum, Nah.
5,Bender's Big Score Part 4,Al Gore, Nope.
5,Bender's Big Score Part 4,Cubert," No, Miss Turanga."
5,Bender's Big Score Part 4,Donbot," No, I do not."
5,Bender's Big Score Part 4,Santa, No.
5,Bender's Big Score Part 4,Kwanzabot, It's cool.
5,Bender's Big Score Part 4,Chanukah Zombie, Argh!
5,Bender's Big Score Part 4,Leela," All right. Unit one, acquire target A and fire!"
5,Bender's Big Score Part 4,Fleb, Yes! Nailed the children's ship.
5,Bender's Big Score Part 4,Farnsworth, Bingo!
5,Bender's Big Score Part 4,Hattie, Cheating son of a...
